"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"course";-1,115;-1,195;-0,084;0,718;-0,637;4,805
"courrier";24,879;-0,028;-1,752;-1,524;-2,949;0,047
"couronne";36,07;-0,028;-1,752;-1,524;-2,949;-0,394
"contrat";8,713;7,892;-1,752;-1,524;-2,949;-0,394
"contraindre";-0,01;-0,028;0,233;0,438;-0,029;-0,394
"consacré";0,839;0,68;-1,752;2,592;-0,029;-2,165
"conquête";0,839;-0,028;-1,752;19,838;-2,949;-2,165
"concourir";-1,255;0,68;0,233;0,438;-0,029;-0,394
"comte";0,028;0,011;-1,363;1,126;1,249;-1,684
"commode";-1,115;-1,195;-0,084;-0,025;0,711;1,683
"commentateur";-1,115;-1,195;-1,558;8,17;2,768;-1,925
"commande";42,274;-0,002;-1,558;-1,354;-2,621;-1,925
"combine";-0,976;0,011;-1,363;-1,185;3,979;0,379
"combattre";4,766;-1,195;-1,558;8,17;-2,621;-0,243
"colorier";-1,255;-1,344;-1,752;-1,524;-0,89;27,86
"colonial";1,744;5,533;-1,363;0;-2,293;-0,116
"citoyen";15,76;3,302;-0,177;-1,524;-2,949;-2,165
"cinémathèque";1,744;1,506;-1,363;-1,185;1,249;-1,684
"chèque";0,001;-0,002;-1,558;-1,354;-2,621;15,855
"charte";-1,115;9,71;-0,084;-1,354;0,001;-0,243
"certitude";-1,115;-1,195;-1,558;23,711;0,001;-1,925
"centime";18,857;-1,195;-1,558;-0,025;-0,637;-0,243
"catalographique";-1,115;-0,002;-1,558;-1,354;17,019;-1,925
"cachet";-0,976;-1,045;-0,021;-1,185;-0,406;12,147
"börsenverein";57,48;-1,195;-1,558;-1,354;-2,621;-1,925
"bénéficier";-0,01;-0,028;10,191;-0,082;-0,89;-2,165
"brochage";-1,255;-1,344;-1,752;-1,524;27,524;-2,165
"bord";-0,976;-1,045;-1,363;10,311;0,058;-0,116
"bibliométrie";-0,697;-0,746;2,064;-0,846;-0,058;1,362
"bibliography";0,282;-0,746;-0,973;-0,846;8,247;-1,203
"beaux_arts";-1,255;0,68;-0,177;-0,082;0,365;0,047
"bacon";-1,255;-1,344;0,233;6,543;0,365;-2,165
"auspice";1,217;17,376;-1,558;-1,354;-0,637;-1,925
"astronomie";5,32;-0,597;-0,778;0,359;0;-0,962
"arrêt";-0,697;-0,746;-0,973;0,124;-1,637;11,767
"après_des";-0,01;-0,028;-0,177;0,438;0,365;-0,394
"allure";-1,255;-0,028;-1,752;19,838;-2,949;0,047
"alexandre";-1,255;-1,344;-0,177;29,183;-2,949;-0,394
"alcan";10,645;-1,195;-1,558;-0,025;0,711;-1,925
"aile";-1,255;-0,028;-1,752;0,438;-2,949;12,894
"acoustique";-1,255;-1,344;-1,752;-1,524;-2,949;37,479
"achèvement";-1,255;-1,344;-1,752;-1,524;27,524;-2,165
"abstenir";-0,01;-0,028;-0,177;-0,082;4,629;-2,165
"6e";0,839;0,68;-1,752;-0,082;0,365;-0,394
"5e";3,74;3,302;-1,752;-1,524;0,365;-2,165
"évidemment";-1,115;-1,195;20,249;-0,025;-2,621;-0,243
"de";5,437;3,434;1,315;-3,375;-1,988;-1,981
"la";-2,302;0,005;45,85;6,436;-51,854;0,216
"les";-2,145;2,652;-8,516;0,272;21,053;-8,484
"et";-6,732;2,415;38,041;-0,174;-0,734;-13,154
"l";-17,416;0,577;38,097;14,068;-31,768;-0,021
"des";-1,107;39,829;-14,942;-17,045;19,315;-4,009
"être";-22,501;-1,31;17,004;2,148;-0,006;-0,029
"à";-0,097;2,85;3,669;-6,234;-11,687;8,897
"le";0,473;-8,713;2,969;15,386;-21,681;3,677
"d";-0,706;1,225;0,323;-8,525;3,817;-0,095
"avoir";17,058;3,223;-7,641;3,936;-11,832;-0,146
"en";13,23;-2,953;-8,203;-12,834;10,436;0,62
"un";-1,033;-6,187;-0,41;-0,084;8,278;0,457
"une";-10,786;0,179;24,719;0,511;-12,028;0,747
"dans";-5,082;1,206;8,992;1,996;7,85;-38,187
"il";-1,448;-2,813;19,817;1,46;0,151;-10,453
"du";6,896;0,477;-0,01;-0,255;-7,352;0,543
"par";8,708;0,02;-7,767;-6,418;-3,428;18,581
"ou";-26,902;-4,963;-7,834;-26,322;66,167;20,28
"qui";-6,25;-9,517;24,02;17,463;-14,411;0,289
"on";-5,283;-66,358;-8,358;12,41;0,048;66,556
"pour";0,53;1,1;0,295;-0,697;-0,235;-0,534
"que";-14,876;-3,551;32,028;38,587;-23,677;-0,503
"ne";-3,424;-22,072;16,27;56,328;-4,589;-6,668
"au";8,452;0,011;-2,718;6,315;-10,981;0,175
"sur";-16,564;-9,081;-12,873;-21,666;12,83;90,7
"plus";-5,625;-8,002;12,841;17,974;-34,218;13,175
"se";-14,374;-6,104;22,394;8,225;-0,873;-0,505
"s";-2,502;-0,003;37,228;3,09;-5,586;-11,077
"qu";-11,441;-7,589;16,63;20,739;-0,584;-3,545
"pouvoir";-33,246;-16,137;12,186;-8,121;22,503;5,277
"faire";0,092;-4,956;2,301;8,1;-2,752;-0,25
"ce";-11,045;-2,535;25,306;3,413;0,028;-5,838
"c";-5,175;-3,488;6,792;8,573;-0,001;-2,356
"aux";19,921;0,012;-2,619;-0,003;0,029;-5,87
"y";0,121;-0,484;-0,027;-1,546;2,478;-0,024
"avec";-9,089;-0,054;0,811;-3,34;6,581;0,468
"elle";-0,871;-0,201;34,035;0,35;-12,207;-1,022
"leur";-0,195;-0,623;6,724;-1,41;9,868;-14,092
"1";-0,004;1,792;-0,605;-39,792;28,211;-0,291
"son";-3,033;-4,708;27,898;4,626;-11,162;0,007
"comme";-8,727;-0,672;14,523;-0,003;-0,009;-0,068
"2";-0,58;2,22;0,014;-31,413;11,102;0,369
"pas";-1,596;-18,259;6,274;31,534;-5,893;0
"même";-26,48;-0,464;0,412;2,388;2,108;1,654
"devoir";-11,293;8,39;26,371;-1,666;0,508;-16,842
"tout";-4,968;-1,157;10,857;3,317;-0,001;-3,638
"mais";-15,695;-1,46;15,689;9,66;-4,303;0,011
"tous";-0,171;1,928;4,691;0,302;-0,899;-5,362
"ces";-3,866;0,309;4,755;-12,606;17,611;-5,275
"3";-2,569;1,802;-0,978;-42,229;33,007;0,395
"b";-1,942;1,156;-0,535;-8,136;21,564;-2,566
"ils";-1,19;-0,08;0,01;2,725;2,429;-4,482
"toutes";-0,764;1,054;12,446;-0,586;0,283;-11,176
"ses";-0,476;0,001;6,443;16,343;-7,584;-5,833
"autres";-7,445;-0,247;8,489;0,352;3,506;-6,799
"aussi";-1,538;-4,548;3,356;0,427;-0,055;0,648
"dire";-3,375;-5,09;-0,557;69,655;-9,052;0
"ainsi";-2,186;-0,609;-0,478;1,178;2,842;-0,073
"4";-0,014;1,308;-11,518;-18,121;28,98;0,046
"elles";-0,994;8,739;-0,049;-0,01;0,213;-3,586
"chaque";-0,189;-0,183;-5,536;-5,232;45,182;-5,628
"sous";-2,133;0,199;-2,651;-1,372;15,79;-0,882
"dont";-0,147;-0,059;0,419;-0,155;-0,201;0,577
"toute";-3,297;1,478;10,94;-0,015;-5,046;-0,004
"sa";-2,366;-4,363;11,501;20,592;-5,896;-2,272
"sans";-1,314;-14,723;7,465;3,849;-0,465;0,434
"cette";-3,002;0,009;27,97;-0,333;-6,145;-0,136
"leurs";-0,273;8,251;1,555;5,914;-1,614;-15,624
"point";-29,762;-2,09;16,617;0,002;0,577;1,167
"000";210,3;-1,22;-48,609;-13,492;-3,666;0,624
"bien";-1,83;-7,503;16,894;8,177;0,006;-9,126
"où";-5,24;-0,716;4,163;3,444;-1,285;0,087
"deux";0,54;-3,54;1,927;-9,32;1,347;1,312
"5";16,249;-0,084;-7,221;-14,041;3,679;0,434
"autre";-3,662;-1,474;12,395;1,213;-0,903;-0,377
"falloir";0,055;-1,52;55,781;0;-9,492;-7,564
"après";2,344;-12,292;-3,994;-0,035;8,617;0,296
"entre";-2,662;16,238;1,364;-2,406;1,986;-11,035
"lui";0,599;-0,139;9,86;20,114;-12,585;-11,423
"e";-0,158;2,002;-0,67;-0,643;2,129;-0,974
"si";-1,74;-16,335;3,044;7,876;-0,038;0,378
"nous";-14,374;-17,89;35,261;40,432;-26,688;1,362
"non";0,13;-5,022;2,229;2,4;-0,233;-0,409
"trois";-0,859;-2,716;4,075;-2,012;1,158;0,139
"diverses";-6,906;-0,001;-0,062;-10,248;43,725;-3,69
"6";-0,198;0,712;-4,21;-1,889;0,039;6,628
"moins";0,052;-3,994;0,284;2,272;-0,759;0,386
"celle";-0,013;0,06;3,322;0,86;-2,092;-1,136
"plusieurs";-0,213;-0,958;-13,937;-4,616;30,479;0,353
"très";-0,213;-0,282;-0,773;1,627;-0,174;0,95
"savoir";-9,618;-1,621;20,168;18,611;-7,006;-2,234
"souvent";1,644;-9,344;-1,891;4,089;9,586;-5,543
"7";-0,145;-1,824;-3,289;-2,031;0,172;15,796
"donc";-2,825;-1,118;23,948;-4,942;0,105;-0,428
"f";7,023;0;-2,595;-2,792;0;0,631
"encore";-2,078;-6,85;2,015;2,315;0,004;0,455
"certains";0,473;-0,094;-4,419;0,176;3,435;-0,547
"celui";-1,476;-5,822;1,804;7,559;-0,006;-0,307
"8";1,07;-0,058;-8,285;-3,657;2,895;3,544
"ceux";-3,866;0,044;-0,003;14,572;-0,174;-2,08
"ni";0,1;-5,447;0,7;1,218;-0,002;0
"peu";0,026;-0,132;1,186;9,012;-7,399;-0,301
"million";237,245;-5,093;-14,401;-9,877;-6,52;-2,96
"selon";-11,899;-3,502;-0,512;-6,424;74,476;-4,147
"m";36,091;0,453;-9,131;-3,338;-6,934;3,127
"alors";0,248;-1,797;-0,014;1,494;-0,521;0,288
"quelques";2,226;-2,744;-4,322;3,549;0,037;0,052
"vers";-1,227;-1,797;-0,126;24,607;-7,595;0,961
"déjà";0,131;1,245;1,289;-0,169;-0,827;-0,906
"aujourd_hui";2,341;-1,874;3,894;-0,309;-16,092;8,541
"quand";0,701;-2,387;-1,53;0,002;1,483;0,163
"chacun";-6,33;0,015;2,714;-6,736;17,355;-3,205
"an";43,285;-2,692;-3,102;1,09;-5,897;-0,48
"toujours";-2,441;-0,978;0,517;23,76;-1,963;-1,811
"certaines";-1,871;-0,593;-0,911;0,122;5,327;-0,022
"celles";3,192;4,258;0,024;-5,045;0,001;-1,995
"bon";7,869;-1,723;-4,79;7,192;-1,655;-0,022
"personne";3,455;2,45;-1,713;-0,08;0,038;-2,591
"g";-1,02;0,042;0,001;-0,062;0,744;-0,006
"quelque";-4,308;0,129;0,525;4,532;-0,88;-0,018
"nos";-0,514;-5,586;15,362;7,565;-20,057;1,902
"là";-0,041;-0,517;5,089;0,236;-2,131;-0,029
"10";31,53;-1,268;-12,499;-5,494;0,665;0,645
"ici";-4,985;1,59;10,797;-6,186;2,651;-3,434
"chez";-1,395;-2,806;0,212;43,195;-8,867;-0,395
"cet";-2,73;0,17;-0,332;0,572;4,282;-1,882
"maintenant";1,461;0,43;2,862;-2,07;-6,789;0,965
"j";0,798;-0,066;-3,798;6,214;-0,009;-0,663
"depuis";13,893;-1,417;-6,474;6,394;-7,051;0,893
"avant";7,811;-1,057;-0,615;3,801;-3,913;-0,083
"in";0,608;-0,284;-8,376;-0,723;18,693;-2,095
"eux";-1,603;0,119;1,783;-1,541;2,385;-1,145
"puis";0,474;-5,733;0,189;1,56;-6,042;6,907
"car";-0,142;-3,204;4,415;4,637;-2,413;-0,123
"beaucoup";1,894;-0,923;-0,027;6,846;-2,73;-0,486
"quant";-2,042;0,001;-0,248;-3,675;19,323;-2,142
"fort";8,414;-1,118;-2,45;-0,303;-1,237;2,756
"tel";-0,042;-0,001;0,714;0,089;0,042;-1,171
"quatre";0,164;-0,598;-0,149;-0,691;0,104;1,144
"vouloir";-2,519;-0,031;2,524;13,479;-7,318;-0,113
"surtout";0,19;-2,679;0,022;9,042;-1,686;-0,135
"jusqu_à";0,314;-7,776;0,734;1,952;0,316;-0,562
"notre";-3,81;-0,576;18,713;7,581;-16,469;0,039
"mieux";-6,437;2,124;9,581;4,9;-4,674;-2,691
"telle";-0,181;0,001;2,495;-0,129;0,005;-0,826
"9";3,384;0;-3,925;-6,126;2,356;0,707
"ensuite";-0,082;-0,031;-0,517;-2,179;-0,231;8,396
"parmi";0,104;0,172;-0,226;3,243;0,039;-3,976
"elle_même";-4,282;0,161;18,708;-3,546;0,019;-1,298
"mêmes";-1,197;1,017;0,009;-0,129;5,577;-5,27
"cela";-3,546;-1,989;0,6;11,775;-0,845;0
"pendant";45,059;-1,43;-2,756;0,063;-12,456;0,397
"lui_même";-7,092;-0,909;9,389;1,814;0,067;-1,754
"parfois";-0,017;-5,204;-2,042;-0,506;20,799;-0,916
"t";1,457;-0,006;-0,033;0,061;-4,307;1,634
"différents";-1,274;1,651;-0,703;0,047;4,131;-3,183
"c_est_à_dire";-0,841;-3,124;4,768;0,034;-0,423;0,592
"trop";0,115;-3,792;0,869;0,01;0,041;0,038
"12";17,529;-0,892;-3,807;-3,718;0,454;0,019
"dès";4,783;-0,576;2,47;0,034;-1,38;-2,304
"d_abord";-3,578;0;0,02;0,078;-0,069;2,162
"contre";8,629;0,944;0,008;2,324;-12,189;-0,803
"environ";48,067;-0,683;-14,115;-2,206;-1,703;1,468
"certain";-0,238;-3,058;0,093;-0,964;10,06;-0,957
"celle_ci";-1,101;0,777;0,452;0,022;0,297;-1,52
"eux_mêmes";-1,887;-0,015;-0,305;-0,227;7,909;-0,781
"comment";-1,74;4,03;21,537;0,014;-3,033;-9,952
"1932";56,484;14,695;-10,636;-2,551;-14,475;-0,76
"tant";-3,534;5,902;1,326;-0,02;-2,109;0,016
"presque";0,123;-2,82;2,024;8,81;-7,066;0,004
"laquelle";-0,1;-0,743;8,492;0,07;-2,831;-0,016
"autant";-1,254;0,899;0,228;-2,428;0,736;0,016
"rien";0,433;-6,847;0,006;7,264;-0,706;0,015
"jamais";-2,25;-5,687;0,228;30,459;-2,109;-0,253
"devant";-0,163;-0,892;0,007;-0,801;0,043;2,651
"15";25,856;-0,09;-5,437;-4,08;-0,047;0,064
"1933";52,865;5,399;-7,619;0,184;-8,957;-6,461
"parce_que";-0,571;-1,702;1,094;14,227;-3,263;-0,395
"uns";-0,929;0,17;2,002;-0,091;2,183;-4,915
"lequel";-3,175;-3,666;-0,143;1,205;0,256;3,723
"16";8,131;-1,807;-6,867;-9,7;2,323;5,464
"tard";1,929;-0,539;-7,619;2,325;-8,957;15,667
"cependant";-0,01;-1,2;1,05;-0,023;0,215;-0,098
"500";109,428;-3,865;-10,172;-6,65;0,003;-3,191
"241";5,057;-0,169;-0,44;-0,099;4,479;-8,543
"20";18,492;-4,838;-9,271;-2,836;-0,22;9,992
"or";-1,176;-1,495;1,405;2,64;-10,67;8,686
"cinq";1,828;-0,003;-1,173;-0,566;0,203;0,014
"unes";-5,448;-0,667;0,199;0,212;4,479;-0,256
"11";2,109;0,152;-3,397;-2,495;3,369;-0,168
"chacune";-4,899;-0,043;-0,192;-6,314;26,579;-0,931
"243";-2,674;-0,183;-0,356;0,021;-10,266;31,825
"222";-2,921;-7,2;0,732;-0,64;-8,802;46,864
"mille";11,075;-3,052;-0,356;0,32;-3,357;0,608
"24";25,427;-2,289;-5,749;-0,901;-0,035;0,157
"200";27,57;-2,053;-9,582;-2,772;0,093;0,824
"100";10,484;-0,002;-6,945;-0,56;-0,04;0,49
"50";9,391;-1,013;-5,381;-8,332;5,284;0,297
"22";1,561;0,405;-5,565;-1,699;0,302;1,411
"tandis_que";-2,921;-0,924;1,557;1,581;-0,079;0,065
"longtemps";-0,837;0,046;-0,677;9,803;-7,51;2,392
"autrefois";0,147;-0,043;-3,9;2,306;-2,029;3,63
"25";15,027;-2,919;-3,068;-2,223;-0,145;2,618
"attention";-4,626;-0,01;1,557;0,189;-1,659;2,959
"assez";-0,079;-3,052;1,974;0,971;-1,314;0,608
"grâce";-3,811;-4,198;1,753;-0,001;0,348;2,282
"voici";-0,287;-0,447;0,236;1,653;2,776;-5,77
"14";4,296;-0,258;-5,408;-1,453;1,586;0,343
"partout";0,559;0,017;-0,227;1,281;-0,998;-0,041
"outre";1,149;-3,052;-0,039;-1,244;6,894;-1,188
"lesquels";-1,016;-4,198;0,236;1,653;2,776;-0,701
"elles_mêmes";-3,407;5,553;-2,121;-0,086;7,555;-3,424
"vous";-0,86;1,097;-3,703;22,412;-2,047;-0,955
"dix";0,013;-5,844;-0,345;-4,484;1,586;9,128
"celles_ci";-2,072;0,099;-0,505;-0,738;8,209;-0,593
"60";11,825;3,22;-5,599;-4,649;-3,197;2,901
"242";0;-1,171;-3,93;0,226;-3,444;19,163
"loin";-0,925;-2,395;0,97;-0,172;-0,163;4,006
"enfin";-0,234;-6,145;0,97;1,864;-0,163;0,662
"certaine";-0,042;-0,692;-0,709;1,757;0,002;0,187
"afin";-0,344;1,208;0,171;-0,931;1,451;-1,661
"u";0,264;1,984;-4,268;0,013;1,341;-1,117
"tels";-0,069;-0,155;0,776;-1,214;0,112;0,12
"six";3,049;-0,07;-0,172;0,598;-0,852;-0,266
"13";0,195;0,09;-1,393;-2,032;1,087;0,376
"quelle";-0,925;-2,395;9,638;0,001;-0,163;-0,14
"1928";22,776;16,022;-4,268;-1,891;-2,802;-5,666
"je";-3,352;-3,591;-4,681;71,257;-3,452;-0,113
"telles";-5,315;0,266;-0,274;-0,053;3,048;0,068
"ailleurs";7,563;-2,763;-0,01;-0,673;0,002;-0,008
"ceux_ci";-0,007;1,746;-0,511;-2,032;1,087;-0,066
"aucune";0,664;-1,765;-0,152;3,241;-7,099;4,504
"18";2,77;-0,875;-5,217;-2,612;0,378;5,372
"celui_ci";-0,667;0,001;0,636;-0,053;-0,02;0,068
"21";4,062;-1,523;-1,393;-2,032;2,078;0,032
"quelconque";-2,742;-1,523;-0,511;-2,032;5,011;3,677
"mal";0,013;-1,175;0,215;5,333;-3,758;0,204
"lorsqu";-2,874;-1,643;-0,103;1,999;2,947;-0,112
"aucun";-1,069;-0,007;-0,01;-0,673;1,632;0,128
"300";9,94;0,001;-7,422;-6,454;-0,799;9,862
"253";32,34;3,359;-2,709;-2,032;-6,476;-0,477
"v";1,473;2,535;-3,891;3,232;-0,471;-1,874
"quel";-2,742;-1,523;0,464;0,002;0,415;1,098
"plupart";0,195;-3,046;-0,511;3,974;0,06;-0,066
"mm";0,111;-0,848;-5,463;-4,75;0,231;16,855
"lesquelles";-1,173;1,984;4,774;-0,773;0,122;-3,76
"40";25,581;-2,622;-3,891;-1,615;-0,471;0,822
"30";29,187;-0,112;-4,836;-2,319;-2,257;0,731
"x";0,573;-1,522;-2,41;-0,038;-0,106;5,757
"soi";-2,218;0,003;0,003;3,62;0,065;-0,704
"dehors";1,094;-0,022;0,087;1,218;-0,748;-1,117
"32";1,273;-4,792;-6,246;-1,752;20,831;-0,29
"to";-0,557;-0,597;-0,778;-0,677;12,226;-0,962
"peut_être";2,216;-4,191;7,778;-0,001;-4,638;0,076
"jusqu";0,002;0,945;-0,337;-0,1;-2,555;2,896
"hors";-0,5;0,133;2,165;-4,41;4,371;-2,279
"1929";11,241;2,045;-5,267;-0,246;-0,087;-1,185
"lors";-0,867;-0,237;1,097;-0,031;0,065;0,007
"28";16,752;-0,237;-2,042;-0,485;-3,481;1,023
"1931";15,532;6,641;-5,267;-0,246;-2,675;-1,185
"auquel";-1,833;-0,745;1,847;0,359;0,023;-0,013
"concernant";0,111;1,773;-3,33;-2,694;15,951;-6,751
"auxquels";-0,031;-0,745;-0,532;0,359;3,769;-1,185
"17";0,067;0,467;-0,132;-0,011;0,134;-0,581
"près";0,169;-0,084;-1,565;-0,246;-4,338;14,345
"cent";9,133;-0,021;-1,262;0,048;-1,012;-0,183
"255";-0,417;-0,551;-0,338;-4,24;30,24;-6,026
"quoi";-1,212;-1,39;1,953;5,366;-2,877;0,158
"ceci";-1,581;0,202;2,524;-0,123;0,151;-0,874
"35";1,192;-1,927;-1,412;-0,967;-0,414;8,774
"1930";13,201;16,193;-4,876;-0,847;-3,745;-2,077
"moindre";-0,34;-3,591;0,003;4,202;-1,915;2,999
"1910";1,661;22,981;-2,592;-4,07;-0,827;-0,729
"0";0,144;-2,991;-1,872;-3,39;1,154;8,421
"vingt";7,887;-0,296;-0,113;1,216;-2,877;-0,465
"van";7,487;0,216;-1,523;-1,157;0,73;-2,206
"auxquelles";-1,581;-0,021;0,254;-0,123;3,175;-0,874
"31";-0,5;-0,048;-2,959;-0,967;11,955;-0,266
"600";3,658;-1,656;-4,681;-0,732;3,746;0,033
"400";6,434;-0,005;-2,592;-2,063;-0,827;2,999
"19";2,631;0,685;-2,05;-0,001;0,852;-2,878
"sept";2,266;-3,291;-0,837;2,923;-0,498;0,158
"quelles";0,573;-1,522;3,387;0,159;-0,106;-1,684
"pourquoi";-0,34;-0,005;5,131;0,788;-3,452;-0,113
"o";0,636;-0,643;-0,168;-2,711;1,422;0,324
"jusque";4,652;-3,291;-0,837;-0,012;-1,442;4,072
"croire";-1,334;-3,441;0,021;40,124;-7,547;-0,058
"27";0,041;0,008;-4,29;-0,515;5,133;-0,02
"262";-1,334;13,951;-2,41;-3,9;9,396;-5,542
"23";4,127;-0,375;-2,41;-0,621;1,272;-0,058
"221";-1,212;-1,39;0,058;-3,73;3,134;2,184
"1927";0,466;24,067;-1,352;-2,881;-0,451;-1,986
"422";-0,34;22,981;-2,592;-4,07;3,746;-5,784
"412";-2,932;-3,141;-2,05;-3,56;35,901;-0,349
"1925";5,405;4,733;-0,168;-0,05;-1,275;-3,853
"jusqu_au";4,652;0,527;-0,837;-0,515;-1,442;0,158
"44";5,9;-1,131;-3,899;-0,323;1,154;0,005
"413";-2,652;-1,005;-0,463;-3,22;5,285;3,716
"33";1,944;-1,522;-0,178;-1,908;1,272;0,082
"lorsque";-0,143;-1,259;-0,062;1,485;-0,008;0,264
"80";5,239;-0,223;-2,05;-0,416;-0,008;0,264
"45";3,522;0,133;-1,696;-0,239;-2,047;1,814
"vite";0,144;-2,991;0,203;0,496;-4,17;5,455
"soi_même";-2,233;-0,003;18,779;-0,05;-1,275;-1,768
"moi";-2,512;-2,691;6,76;18,403;-5,903;-0,789
"autour";8,444;-0,022;-1,352;-0,1;-0,451;-0,033
"26";1,128;0,873;-3,899;-1,452;0,308;0,405
"56";2,437;-0,643;-1,184;-0,874;-1,275;6,093
"42";-0,003;-0,022;-3,313;0,139;4,6;-0,632
"224";-0,17;-1,793;2,562;0,047;1,871;-2,888
"voire";0,846;-2,242;0,152;0,372;-1,037;0,511
"quels";-0,021;-2,691;6,76;-0,164;0,094;-0,789
"quelquefois";0,225;-2,841;-1,696;0,027;0,491;1,814
"1906";26,307;0,328;-1,352;-2,881;-0,012;-4,094
"toutefois";0,017;0,655;-0,096;0,372;-0,176;-0,351
"ton";-1,953;-2,092;-0,041;0,549;-2,316;12,799
"700";17,443;-0,056;-0,354;-1,157;-0,058;-2,206
"41";-0,748;-2,691;-1,523;-0,164;9,267;0,093
"231";-0,748;-0,881;-1,523;-1,157;17,13;-0,789
"223";-0,101;0,263;-2,142;4,268;0,812;-2,647
"1924";9,704;14,572;-2,337;-2,032;-1,724;-2,888
"1923";5,979;5,328;-2,142;-0,257;-1,437;-0,746
"1922";12,258;6,412;-2,727;0;-2,316;-3,37
"1921";8,349;7,479;-0,705;-2,202;-2,017;-1,138
"quasi";0,846;0,655;-0,096;-0,739;-4,918;4,089
"puisque";0,017;-0,531;6,199;1,807;-1,037;-3,611
"demain";0,001;0,472;2,633;-0,05;-5,246;0,324
"66";2,919;0,002;-2,923;-0,739;0,608;0,004
"65";4,988;0,144;-0,557;0,047;-1,724;-0,057
"251";-1,813;1,174;0,441;0,009;1,335;-3,129
"1920";21,012;-0,323;-0,008;-0,483;-4,261;-0,133
"nul";0,636;-2,392;2,633;0,238;-0,301;-0,485
"me";-1,674;-1,793;-2,337;26,46;-1,724;0,243
"malgré";-0,433;-0,531;0,152;18,342;-4,918;-0,351
"durant";6,237;-0,531;0,152;0,372;-4,918;0,004
"au_dessus";0,001;0,472;0,893;-0,874;-0,301;-0,004
"800";21,309;-0,003;-3,118;-2,711;-1,275;0,324
"70";0,364;1,99;0,029;-1,863;-0,249;-0,01
"53";-1,813;-1,943;-0,705;-0,483;3,237;3,034
"52";-2,093;-2,242;-1,019;-0,016;1,903;4,089
"411";-1,813;1,174;0,441;-0,483;1,335;-1,138
"36";6,237;-2,242;-1,019;-0,739;-1,037;4,089
"34";-2,233;0,472;-1,184;-0,874;3,144;0,324
"257";-1,953;0,021;17,17;-2,371;-4,589;0,758
"1926";11,33;0,263;-2,142;-1,863;0,04;-0,746
"1919";8,713;0,68;-1,752;0,438;-0,89;-2,165
"1916";0,364;16,837;-0,418;-1,863;-1,437;-0,746
"1914";9,704;0,144;-0,557;-2,032;0,001;-0,938
"1905";0,364;5,328;-2,142;0,123;-0,249;-0,746
"1900";12,258;0,885;-0,859;-0,608;-2,316;-0,233
"1895";2,919;5,506;-2,923;-2,541;-0,176;0,004
"150";3,49;0,885;-2,727;-0,608;-0,079;0,038
"125";6,237;0,002;-2,923;-0,739;0,608;-0,351
"sinon";-0,17;-0,23;0,001;0,047;0,001;0,243
"juste";-0,101;-1,643;3,257;0,123;-1,437;0,439
"demi";3,49;-0,423;-2,727;-0,608;-0,812;4,947
"1917";9,704;4,404;-2,337;-0,365;-1,724;-0,938
"1908";4,988;0,144;-0,557;-2,032;0,487;-0,938
"douze";0,121;-0,323;0,441;-0,483;1,335;-1,138
"derrière";-1,395;-1,494;0,101;10,215;-1,158;0,002
"davantage";-0,101;-1,643;0,029;1,46;0,04;-0,01
"combien";-1,534;-1,643;0,975;4,268;-1,437;0,439
"autrui";-1,813;1,174;8,52;0,009;-2,017;-1,138
"259";15,975;-0,23;0,001;-0,365;-1,724;-0,938
"voilà";-0,17;-0,23;-2,337;3,457;-1,724;3,82
"sauf";-1,534;-0,148;-2,142;-1,863;9,006;0,439
"puisqu";0,221;-0,23;2,562;0,047;-1,724;-0,057
"pourtant";0,001;-1,195;0,446;0,718;-0,637;0,162
"90";4,171;-1,943;-0,705;0,009;-0,018;0,114
"29";1,827;1,535;-2,337;-0,365;-0,413;0,243
"250";27,122;-0,148;-2,142;-0,257;-3,605;-0,01
"234";0,364;-1,643;-2,142;-0,257;13,697;-2,647
"1918";7,195;-0,079;-1,947;-0,161;-3,277;2,725
"1912";0,001;-1,195;-0,084;-1,354;2,768;0,162
"120";-1,674;0,144;-0,557;1,077;-1,724;3,82
"huit";4,988;-1,793;-0,557;0,047;0,001;-0,057
"gare";33,182;-1,793;-0,557;-2,032;-0,413;-0,938
"75";11,33;1,99;-2,142;-0,257;-0,249;-2,647
"63";2,323;-1,643;-0,418;-0,257;-1,437;4,793
"43";5,979;-0,148;0,029;-0,257;-0,249;-0,746
"233";1,827;-0,23;-0,557;-2,032;7,334;-2,888
"1907";2,947;6,467;-1,947;-0,161;-0,117;-2,406
"124";1,217;1,023;-1,558;-1,354;2,768;-1,925
"mon";-0,046;-1,494;-0,29;10,215;0,154;-2,406
"duquel";-1,534;-0,148;0,029;1,46;0,812;-0,746
"ci_après";-0,101;-1,643;0,029;-0,257;5,295;-0,746
"certes";-1,395;0,436;1,381;-0,161;-0,117;0,002
"72";-0,046;0,436;-0,29;-0,161;-3,277;6,008
"212";-0,976;-1,045;3,628;0;1,249;-1,684
"1913";-0,01;0,68;-1,752;-0,082;4,629;-2,165
"1911";-0,101;5,328;-0,418;-0,257;0,812;-2,647
"02";-0,697;-0,746;-0,973;-0,846;3,363;1,362
"trente";0,564;-0,079;-0,29;1,952;-3,277;0,723
"soixante";1,217;1,023;-1,558;-0,025;0,001;-0,243
"mme";0,11;0,072;-1,168;1,727;-0,206;-0,028
